win,lose,probability
Sacramento Kings,Orlando Magic,0.5269474455823457
San Antonio Spurs,Atlanta Hawks,0.750494853102174
Toronto Raptors,Dallas Mavericks,0.7115819195409498
Los Angeles Clippers,Utah Jazz,0.648633938376926
Oklahoma City Thunder,Brooklyn Nets,0.9260190919778016
Cleveland Cavaliers,Detroit Pistons,0.7676644520405311
Golden State Warriors,Philadelphia 76ers,0.98430419343672
Portland Trail Blazers,New Orleans Pelicans,0.7153248545322362
Indiana Pacers,New York Knicks,0.7026726866198503
Boston Celtics,Minnesota Timberwolves,0.7776919353153783
Chicago Bulls,Memphis Grizzlies,0.599952844644091
Detroit Pistons,Utah Jazz,0.5327057689629645
Houston Rockets,Los Angeles Lakers,0.8651519191259504
Charlotte Hornets,Indiana Pacers,0.5318284887562731
Los Angeles Clippers,Milwaukee Bucks,0.821701016130319
Miami Heat,New Orleans Pelicans,0.7985282582170681
Sacramento Kings,Phoenix Suns,0.5935736387810158
San Antonio Spurs,Portland Trail Blazers,0.7798593799394039
Washington Wizards,Dallas Mavericks,0.5281863969771086
Atlanta Hawks,Memphis Grizzlies,0.7295242251702321
Cleveland Cavaliers,Utah Jazz,0.7669180646412548
Los Angeles Clippers,Denver Nuggets,0.7612641573253165
Golden State Warriors,Orlando Magic,0.9124394970562607
New York Knicks,Brooklyn Nets,0.7408535503831991
Oklahoma City Thunder,Toronto Raptors,0.6080912592796419
Boston Celtics,Brooklyn Nets,0.8445718620470979
Toronto Raptors,Detroit Pistons,0.6833060167945464
Milwaukee Bucks,Los Angeles Lakers,0.6450798024382427
Miami Heat,Minnesota Timberwolves,0.764114048537866
Houston Rockets,New Orleans Pelicans,0.6552987550935443
Dallas Mavericks,Philadelphia 76ers,0.8506396675314638
Orlando Magic,Phoenix Suns,0.624625377433726
Washington Wizards,Chicago Bulls,0.5478189803407182
Atlanta Hawks,Portland Trail Blazers,0.5550027419192299
Utah Jazz,Chicago Bulls,0.5255441924857517
Charlotte Hornets,Washington Wizards,0.641859711480003
Houston Rockets,Denver Nuggets,0.6181704945937172
Golden State Warriors,Milwaukee Bucks,0.9337648839973031
Cleveland Cavaliers,Los Angeles Clippers,0.6787766831865536
San Antonio Spurs,Memphis Grizzlies,0.8763506133972246
Oklahoma City Thunder,Sacramento Kings,0.8583169481221997
Dallas Mavericks,Brooklyn Nets,0.7657940442022657
Detroit Pistons,Phoenix Suns,0.8222552439164392
Cleveland Cavaliers,Los Angeles Lakers,0.9465233966312538
Miami Heat,Portland Trail Blazers,0.5338489006206204
New Orleans Pelicans,Minnesota Timberwolves,0.5295598690810193
Boston Celtics,Philadelphia 76ers,0.904439931111459
San Antonio Spurs,Sacramento Kings,0.9018245808444777
Toronto Raptors,Indiana Pacers,0.642034363560996
Boston Celtics,Washington Wizards,0.6427670612002568
Charlotte Hornets,Atlanta Hawks,0.5112374999304037
Houston Rockets,Denver Nuggets,0.6984079959471935
Indiana Pacers,Utah Jazz,0.5695665506222276
Los Angeles Clippers,New York Knicks,0.8207845393596129
Golden State Warriors,Oklahoma City Thunder,0.6953453239731746
Orlando Magic,Philadelphia 76ers,0.881364389817206
Detroit Pistons,Brooklyn Nets,0.7805896152298301
Golden State Warriors,Dallas Mavericks,0.8732397058059408
Los Angeles Clippers,Los Angeles Lakers,0.8929188669932472
Miami Heat,Phoenix Suns,0.8581569493286452
San Antonio Spurs,Minnesota Timberwolves,0.9051562962662087
Memphis Grizzlies,New Orleans Pelicans,0.5374504758571997
Portland Trail Blazers,Milwaukee Bucks,0.8454373579580396
Toronto Raptors,Chicago Bulls,0.7275200495663587
Boston Celtics,Indiana Pacers,0.5611843961057121
Detroit Pistons,Chicago Bulls,0.52450177330004
Cleveland Cavaliers,Denver Nuggets,0.8712734247659809
Oklahoma City Thunder,Philadelphia 76ers,0.9696947838488783
Charlotte Hornets,Orlando Magic,0.6803719817654463
Sacramento Kings,Milwaukee Bucks,0.6011158052614971
Utah Jazz,New York Knicks,0.7118005600992869
Atlanta Hawks,Washington Wizards,0.5994256870321761
Brooklyn Nets,Phoenix Suns,0.5318085685309063
Los Angeles Clippers,Dallas Mavericks,0.6581310102334665
Toronto Raptors,Miami Heat,0.6226104995795528
Portland Trail Blazers,New York Knicks,0.8446198175522466
San Antonio Spurs,Memphis Grizzlies,0.8845408798653535
Boston Celtics,Phoenix Suns,0.8672619687449507
Chicago Bulls,Philadelphia 76ers,0.90474203277536
Cleveland Cavaliers,Charlotte Hornets,0.7196949169821925
Golden State Warriors,Sacramento Kings,0.9223175913591224
Houston Rockets,New Orleans Pelicans,0.7404936007938513
Indiana Pacers,Denver Nuggets,0.7405872737084852
Minnesota Timberwolves,Los Angeles Lakers,0.664248632411101
Atlanta Hawks,Milwaukee Bucks,0.7453605485571775
Detroit Pistons,Orlando Magic,0.5850968823538848
Washington Wizards,Brooklyn Nets,0.8461160585770071
Cleveland Cavaliers,Washington Wizards,0.7861903527271124
Toronto Raptors,Dallas Mavericks,0.7093779949450726
Los Angeles Clippers,Utah Jazz,0.6608569216258658
Portland Trail Blazers,Minnesota Timberwolves,0.8340283024793421
San Antonio Spurs,New York Knicks,0.9155352323502421
Atlanta Hawks,Brooklyn Nets,0.8970475499212509
Boston Celtics,Miami Heat,0.5057684689993053
Charlotte Hornets,Phoenix Suns,0.866806665536195
Denver Nuggets,New Orleans Pelicans,0.6179257087838347
Golden State Warriors,Memphis Grizzlies,0.9082747179927166
Oklahoma City Thunder,Houston Rockets,0.7654892755237377
Indiana Pacers,Philadelphia 76ers,0.9329810775841588
Los Angeles Clippers,Sacramento Kings,0.7951351599023816
Portland Trail Blazers,Los Angeles Lakers,0.8483928590312041
Chicago Bulls,Milwaukee Bucks,0.6175316465071792
Oklahoma City Thunder,Dallas Mavericks,0.77663270190089
Detroit Pistons,New York Knicks,0.6514857181493583
Sacramento Kings,Memphis Grizzlies,0.5142090250767182
San Antonio Spurs,Cleveland Cavaliers,0.5283064196920186
Toronto Raptors,Orlando Magic,0.7978778614321855
Utah Jazz,New Orleans Pelicans,0.7363990936370556
Atlanta Hawks,Phoenix Suns,0.8682264626811582
Brooklyn Nets,Philadelphia 76ers,0.7465017771087928
Charlotte Hornets,Milwaukee Bucks,0.7913565123699907
Miami Heat,Detroit Pistons,0.5798570007014512
Golden State Warriors,Houston Rockets,0.8660848035776723
Indiana Pacers,Minnesota Timberwolves,0.7419403050364258
Washington Wizards,Los Angeles Lakers,0.7936645523818955
Portland Trail Blazers,Denver Nuggets,0.8330494522499425
Boston Celtics,Milwaukee Bucks,0.7920078440975569
Los Angeles Clippers,Washington Wizards,0.6853002767947088
Indiana Pacers,Memphis Grizzlies,0.6276893529285418
Dallas Mavericks,New Orleans Pelicans,0.6385425501015843
Miami Heat,New York Knicks,0.747052394166479
Oklahoma City Thunder,Orlando Magic,0.8322578769782727
Atlanta Hawks,Philadelphia 76ers,0.9051294676867474
Utah Jazz,Sacramento Kings,0.6108016175980986
Golden State Warriors,San Antonio Spurs,0.6008352216469313
Toronto Raptors,Charlotte Hornets,0.6003531442268477
Cleveland Cavaliers,Chicago Bulls,0.8201754599579957
Detroit Pistons,Brooklyn Nets,0.8595039655946257
Minnesota Timberwolves,Los Angeles Lakers,0.7682385152328545
Los Angeles Clippers,Phoenix Suns,0.8494678320822816
Portland Trail Blazers,Houston Rockets,0.7013342168521662
Boston Celtics,Orlando Magic,0.7378548544684833
Charlotte Hornets,Denver Nuggets,0.775783664563481
Cleveland Cavaliers,Philadelphia 76ers,0.9719227566211568
Golden State Warriors,Houston Rockets,0.8581998915317361
Dallas Mavericks,Memphis Grizzlies,0.5506858486478059
Miami Heat,New York Knicks,0.7779794675145151
Detroit Pistons,Milwaukee Bucks,0.6553126702978946
New Orleans Pelicans,Sacramento Kings,0.5078565943835623
San Antonio Spurs,Oklahoma City Thunder,0.635055261774658
Toronto Raptors,Indiana Pacers,0.642034363560996
Utah Jazz,Washington Wizards,0.5400915793237255
Orlando Magic,Brooklyn Nets,0.6714407220822654
Atlanta Hawks,Chicago Bulls,0.629396886064044
Los Angeles Clippers,Los Angeles Lakers,0.9209324031754035
Minnesota Timberwolves,Sacramento Kings,0.5248469324782463
Portland Trail Blazers,Phoenix Suns,0.9037102813244121
Atlanta Hawks,Brooklyn Nets,0.8456196535240779
Cleveland Cavaliers,Indiana Pacers,0.7232596822832602
Golden State Warriors,Washington Wizards,0.8694764187302739
Memphis Grizzlies,Los Angeles Lakers,0.7212652050500493
Miami Heat,Denver Nuggets,0.762840114249287
Dallas Mavericks,Milwaukee Bucks,0.6360085143659484
Chicago Bulls,New Orleans Pelicans,0.6201174835354226
Boston Celtics,New York Knicks,0.7406052894813244
Oklahoma City Thunder,Charlotte Hornets,0.6692434436907639
Houston Rockets,Phoenix Suns,0.7412739821892069
San Antonio Spurs,Utah Jazz,0.8218039868913275
Toronto Raptors,Philadelphia 76ers,0.95960567022776
Cleveland Cavaliers,Orlando Magic,0.8518982150954049
Golden State Warriors,Minnesota Timberwolves,0.928322968823414
Toronto Raptors,Indiana Pacers,0.6502035560030108
New Orleans Pelicans,Denver Nuggets,0.5278019988132452
Chicago Bulls,New York Knicks,0.6135326045001834
Oklahoma City Thunder,Milwaukee Bucks,0.8779473384209568
Brooklyn Nets,Philadelphia 76ers,0.536941137097555
Dallas Mavericks,Sacramento Kings,0.5895510098505312
San Antonio Spurs,Memphis Grizzlies,0.8845408798653535
Portland Trail Blazers,Utah Jazz,0.5533417973675203
Charlotte Hornets,Washington Wizards,0.5946633390067096
Cleveland Cavaliers,Boston Celtics,0.7188975081378295
Charlotte Hornets,Miami Heat,0.5047812426137012
Toronto Raptors,Detroit Pistons,0.6833060167945464
Houston Rockets,Denver Nuggets,0.6984079959471935
Los Angeles Clippers,Dallas Mavericks,0.6804169771871872
Oklahoma City Thunder,Memphis Grizzlies,0.8243088419718927
Golden State Warriors,Phoenix Suns,0.9528160957852834
San Antonio Spurs,Los Angeles Lakers,0.9649934450904267
Atlanta Hawks,Boston Celtics,0.5163229687678751
Indiana Pacers,Milwaukee Bucks,0.7578416130452433
Washington Wizards,New York Knicks,0.6268281809350196
Orlando Magic,Brooklyn Nets,0.7912131433622778
Chicago Bulls,Philadelphia 76ers,0.8403225307352313
Portland Trail Blazers,Minnesota Timberwolves,0.8340283024793421
Cleveland Cavaliers,Atlanta Hawks,0.6821403309228689
San Antonio Spurs,Dallas Mavericks,0.8400565176956529
Denver Nuggets,New Orleans Pelicans,0.6179257087838347
Houston Rockets,Detroit Pistons,0.5187332858088237
Sacramento Kings,Los Angeles Lakers,0.6833552067812008
Memphis Grizzlies,New York Knicks,0.63704026506287
Oklahoma City Thunder,Phoenix Suns,0.9106507724178184
Toronto Raptors,Miami Heat,0.5893573848720302
Utah Jazz,Minnesota Timberwolves,0.6954202492990756
Chicago Bulls,Brooklyn Nets,0.7513294499270727
Charlotte Hornets,Boston Celtics,0.513237298424879
Golden State Warriors,New Orleans Pelicans,0.94064123132013
Indiana Pacers,Orlando Magic,0.6406562819895487
Milwaukee Bucks,Philadelphia 76ers,0.724601126099314
Portland Trail Blazers,Utah Jazz,0.6981397461455232
San Antonio Spurs,Los Angeles Clippers,0.7039104916442849
Miami Heat,Washington Wizards,0.6056120967651787
Cleveland Cavaliers,Atlanta Hawks,0.7171960409659937
Oklahoma City Thunder,Denver Nuggets,0.8520532163622461
Minnesota Timberwolves,Los Angeles Lakers,0.664248632411101
Detroit Pistons,Memphis Grizzlies,0.571466139747969
Toronto Raptors,New York Knicks,0.8219731580826413
Dallas Mavericks,Phoenix Suns,0.7269556966547637
Houston Rockets,Sacramento Kings,0.6071811854853155
Boston Celtics,Brooklyn Nets,0.8962688036827172
Chicago Bulls,Orlando Magic,0.612138809938416
Detroit Pistons,Washington Wizards,0.5602392354749467
Golden State Warriors,Utah Jazz,0.8563395458977496
Los Angeles Clippers,Houston Rockets,0.6642561983671378
Cleveland Cavaliers,Miami Heat,0.7341726556004026
Charlotte Hornets,Milwaukee Bucks,0.7415852297666594
Indiana Pacers,Philadelphia 76ers,0.8868038343807823
San Antonio Spurs,Portland Trail Blazers,0.6958991748222859
Atlanta Hawks,Charlotte Hornets,0.5192670424755503
Dallas Mavericks,Denver Nuggets,0.6849451868390323
New Orleans Pelicans,Los Angeles Lakers,0.6178737312543642
Oklahoma City Thunder,Minnesota Timberwolves,0.8633478100357971
Sacramento Kings,Phoenix Suns,0.7211170139698437
Boston Celtics,Milwaukee Bucks,0.7920078440975569
Chicago Bulls,Brooklyn Nets,0.8289069340217363
Cleveland Cavaliers,Toronto Raptors,0.5722343062771886
Golden State Warriors,Los Angeles Lakers,0.9726998304043447
Houston Rockets,Minnesota Timberwolves,0.6998918745924173
Atlanta Hawks,Indiana Pacers,0.5367539868610662
Los Angeles Clippers,Sacramento Kings,0.7951351599023816
Dallas Mavericks,Memphis Grizzlies,0.5506858486478059
Miami Heat,Washington Wizards,0.6249228768925357
New York Knicks,Philadelphia 76ers,0.8485881796801598
Oklahoma City Thunder,Denver Nuggets,0.8677574789447965
Detroit Pistons,Orlando Magic,0.5850968823538848
Portland Trail Blazers,New Orleans Pelicans,0.860109852182952
San Antonio Spurs,Utah Jazz,0.8343411972883286
